Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
391613,Aramex,2023-11-25,2023-12-01,cash,12.575,USD,LB,8596260014
391614,Aramex,2023-11-25,2023-12-02,cash,6.605,USD,LB,8596260015
391615,Cosmaline,2023-11-25,2023-12-01,cash,14.52,USD,LB,8596260016
391616,Aramex,2023-11-25,2023-12-02,cash,10.755,USD,LB,8596260017
391617,Aramex,2023-11-25,2023-12-02,cash,6.39,USD,LB,8596260018
391618,Aramex,2023-11-25,2023-12-02,cash,10.36,USD,LB,8596260019
391619,Aramex,2023-11-25,2023-12-02,cash,7.77,USD,LB,8596260020
391620,Aramex,2023-11-25,2023-12-01,cash,10.28,USD,LB,8596260021
391621,Aramex,2023-11-25,2023-12-01,cash,5.81,USD,LB,8596260022
391622,Aramex,2023-11-25,2023-12-01,cash,10.12,USD,LB,8596260023
391623,Aramex,2023-11-25,2023-12-04,cash,5.545,USD,LB,8596260024
391624,Cosmaline,2023-11-25,2023-12-01,cash,32.755,USD,LB,8596260025
391625,Aramex,2023-11-25,2023-12-02,cash,4.595,USD,LB,8596260026
391626,Aramex,2023-11-25,2023-12-01,cash,4.945,USD,LB,8596260027
391627,Aramex,2023-11-25,2023-12-01,cash,6.715,USD,LB,8596260028
391628,Aramex,2023-11-25,2023-12-01,cash,5.97,USD,LB,8596260029
391629,Cosmaline,2023-11-25,2023-12-01,cybersource,23.96,USD,LB,8596260030
391630,Aramex,2023-11-25,2023-12-05,cash,10.94,USD,LB,8596260031
391631,Aramex,2023-11-25,2023-12-07,cash,8.71,USD,LB,8596260032
391632,Cosmaline,2023-11-25,2024-02-06,cash,25.265,USD,LB,8596260033
391633,Aramex,2023-11-25,2023-12-02,cash,12.975,USD,LB,8596260034
391634,Aramex,2023-11-25,2023-12-01,cash,13.975,USD,LB,8596260035
391635,Aramex,2023-11-25,2023-12-02,cash,3.55,USD,LB,8596260036
391636,Aramex,2023-11-25,2023-12-01,cash,7.82,USD,LB,8596260037
391637,Aramex,2023-11-25,2023-12-02,cash,6.81,USD,LB,8596260038
391638,Aramex,2023-11-25,2023-12-02,cash,12.385,USD,LB,8596260039
391639,Aramex,2023-11-25,2023-12-01,cash,12.2,USD,LB,8596260040
391640,Aramex,2023-11-25,2023-12-01,cash,24.96,USD,LB,8596260041
391641,Aramex,2023-11-25,2023-12-01,cash,12.365,USD,LB,8596260042
391642,Aramex,2023-11-25,2023-12-01,cash,18.975,USD,LB,8596260043
391643,Aramex,2023-11-25,2023-12-04,cash,13.685,USD,LB,8596260044
391644,Aramex,2023-11-25,2023-12-05,cash,16.35,USD,LB,8596260045
391645,Cosmaline,2023-11-25,2023-12-05,cash,15.725,USD,LB,8596260046
391646,Cosmaline,2023-11-25,2024-02-06,cash,13.405,USD,LB,8596260047
391647,Aramex,2023-11-25,2023-12-05,cash,14.035,USD,LB,8596260048
391648,Cosmaline,2023-11-25,2024-02-06,cash,35.13,USD,LB,8596260049
391649,Aramex,2023-11-25,2023-12-01,cash,16.025,USD,LB,8596260050
391650,Aramex,2023-11-25,2023-12-01,cash,10.8,USD,LB,8596260051
391651,Aramex,2023-11-25,2023-12-01,cash,4.33,USD,LB,8596260052
391652,Cosmaline,2023-11-25,2024-02-06,cash,16.74,USD,LB,8596260053
391653,Aramex,2023-11-25,2023-12-01,cash,12.67,USD,LB,8596260054
391654,Cosmaline,2023-11-25,2023-12-01,cash,45.075,USD,LB,8596260055
391655,Cosmaline,2023-11-25,2023-12-06,cash,32.74,USD,LB,8596260056
391656,Aramex,2023-11-25,2023-12-05,cash,6.42,USD,LB,8596260057
391657,Aramex,2023-11-25,2023-12-01,cash,10.46,USD,LB,8596260058
391658,Aramex,2023-11-25,2023-12-02,cash,25.075,USD,LB,8596260059
391659,Aramex,2023-11-25,2023-12-01,cash,6.87,USD,LB,8596260060
391660,Aramex,2023-11-25,2023-12-05,cash,5.74,USD,LB,8596260061
391661,Aramex,2023-11-25,2023-12-01,cash,11.795,USD,LB,8596260062
391662,Aramex,2023-11-25,2023-12-02,cash,17.095,USD,LB,8596260063
391663,Aramex,2023-11-25,2023-12-01,cash,10.755,USD,LB,8596260064
391664,Aramex,2023-11-25,2023-12-04,cash,16.795,USD,LB,8596260065
391665,Aramex,2023-11-25,2023-12-04,cash,18.97,USD,LB,8596260066
391666,Aramex,2023-11-25,2023-12-01,cash,9.855,USD,LB,8596260067
391667,Aramex,2023-11-25,2023-12-04,cash,7.775,USD,LB,8596260068
391668,Aramex,2023-11-25,2023-12-01,cash,21.355,USD,LB,8596260069
391669,Aramex,2023-11-25,2023-12-01,cash,7.415,USD,LB,8596260070
391670,Aramex,2023-11-25,2023-12-01,cash,2.25,USD,LB,8596260071
391671,Aramex,2023-11-25,2023-12-02,cash,14.9,USD,LB,8596260072
391672,Aramex,2023-11-25,2023-12-02,cash,10.165,USD,LB,8596260073
391673,Aramex,2023-11-25,2023-12-01,cash,4.925,USD,LB,8596260074
391674,Aramex,2023-11-25,2023-12-04,cash,10.41,USD,LB,8596260075
391675,Aramex,2023-11-25,2023-12-01,cash,15.95,USD,LB,8596260076
391676,Aramex,2023-11-25,2023-12-02,cash,14.13,USD,LB,8596260077
391677,Aramex,2023-11-25,2023-12-01,cash,11.395,USD,LB,8596260078
391678,Aramex,2023-11-25,2023-12-02,cash,8.015,USD,LB,8596260079
391679,Aramex,2023-11-25,2023-12-04,cash,11.585,USD,LB,8596260080
391680,Aramex,2023-11-25,2023-12-06,cash,29.55,USD,LB,8596260081
391681,Cosmaline,2023-11-25,2023-12-01,cash,14.53,USD,LB,8596260082
391682,Aramex,2023-11-25,2023-12-04,cash,16.235,USD,LB,8596260083
391683,Aramex,2023-11-25,2023-12-01,cash,19.535,USD,LB,8596260084
391684,Aramex,2023-11-25,2023-12-01,cash,10.56,USD,LB,8596260085
391685,Aramex,2023-11-25,2023-12-02,cash,17.885,USD,LB,8596260086
391686,Aramex,2023-11-25,2023-12-01,cash,16.27,USD,LB,8596260087
391687,Aramex,2023-11-25,2023-12-01,cash,11.45,USD,LB,8596260088
391688,Aramex,2023-11-25,2023-12-01,cash,9.41,USD,LB,8596260089
391689,Aramex,2023-11-25,2023-12-01,cash,6.095,USD,LB,8596260090
391690,Aramex,2023-11-25,2023-12-01,cash,14.27,USD,LB,8596260091
391691,Cosmaline,2023-11-25,2023-12-04,cash,32.39,USD,LB,8596260092
391692,Aramex,2023-11-25,2023-12-02,cash,11.18,USD,LB,8596260093
391693,Aramex,2023-11-25,2023-12-02,cash,10.045,USD,LB,8596260094
391694,Cosmaline,2023-11-25,2024-02-06,cash,45.115,USD,LB,8596260095
391695,Aramex,2023-11-25,2023-12-02,cash,6.145,USD,LB,8596260096
391696,Aramex,2023-11-25,2023-12-01,cash,19.87,USD,LB,8596260097
391697,Cosmaline,2023-11-25,2023-12-06,cash,30.315,USD,LB,8596260098
391698,Aramex,2023-11-25,2023-12-01,cash,7.56,USD,LB,8596260099
391699,Aramex,2023-11-26,2023-12-05,cash,7.82,USD,LB,8596260100
391700,Aramex,2023-11-26,2023-12-06,cash,10.57,USD,LB,8596260101
391701,Aramex,2023-11-26,2023-12-11,cash,14.355,USD,LB,8596260102
391702,Aramex,2023-11-26,2023-12-01,cash,11.77,USD,LB,8596260103
391703,Aramex,2023-11-26,2023-12-13,cash,19.905,USD,LB,8596260104
391704,Aramex,2023-11-26,2023-12-01,cash,6.86,USD,LB,8596260105
391705,Aramex,2023-11-26,2023-12-02,cash,12.88,USD,LB,8596260106
391706,Aramex,2023-11-26,2023-12-01,cash,13.95,USD,LB,8596260107
391707,Aramex,2023-11-26,2023-12-04,cash,11.115,USD,LB,8596260108
391708,Aramex,2023-11-26,2023-12-01,cash,10.47,USD,LB,8596260109
391709,Aramex,2023-11-26,2023-12-02,cash,2.95,USD,LB,8596260110
391710,Cosmaline,2023-11-26,2024-01-31,cybersource,18.855,USD,LB,8596260111
391711,Cosmaline,2023-11-26,2024-02-06,cash,20.0,USD,LB,8596260112
391712,Aramex,2023-11-26,2023-12-04,cash,6.185,USD,LB,8596260113
391713,Aramex,2023-11-26,2023-12-01,cash,9.945,USD,LB,8596260114
391714,Aramex,2023-11-26,2023-12-09,cash,23.73,USD,LB,8596260115
391715,Aramex,2023-11-26,2023-12-02,cash,6.345,USD,LB,8596260116
391716,Aramex,2023-11-26,2023-12-04,cash,15.94,USD,LB,8596260117
391717,Aramex,2023-11-26,2023-12-01,cash,15.235,USD,LB,8596260118
391718,Aramex,2023-11-26,2023-12-01,cash,22.16,USD,LB,8596260119
391719,Aramex,2023-11-26,2023-12-06,cash,15.57,USD,LB,8596260120
391720,Aramex,2023-11-26,2023-12-01,cash,16.695,USD,LB,8596260121
391721,Aramex,2023-11-26,2023-12-02,cash,24.55,USD,LB,8596260122
391722,Aramex,2023-11-26,2023-12-07,cash,10.79,USD,LB,8596260123
391723,Aramex,2023-11-26,2023-12-06,cash,9.935,USD,LB,8596260124
391724,Aramex,2023-11-26,2023-12-04,cash,12.17,USD,LB,8596260125
391725,Aramex,2023-11-26,2023-12-02,cash,10.385,USD,LB,8596260126
391726,Aramex,2023-11-26,2023-12-02,cash,18.78,USD,LB,8596260127
391727,Aramex,2023-11-26,2023-12-01,cash,10.43,USD,LB,8596260128
391728,Aramex,2023-11-26,2023-12-02,cash,18.395,USD,LB,8596260129
391729,Cosmaline,2023-11-26,2024-02-06,cash,19.77,USD,LB,8596260130
391730,Aramex,2023-11-26,2023-12-11,cash,5.685,USD,LB,8596260131
391731,Aramex,2023-11-26,2023-12-09,cash,12.17,USD,LB,8596260132
391732,Aramex,2023-11-26,2023-12-01,cash,15.08,USD,LB,8596260133
391733,Aramex,2023-11-26,2023-12-02,cash,7.285,USD,LB,8596260134
391734,Aramex,2023-11-26,2023-12-01,cash,10.02,USD,LB,8596260135
391735,Aramex,2023-11-26,2023-12-02,cash,3.61,USD,LB,8596260136
391736,Aramex,2023-11-26,2023-12-01,cash,12.56,USD,LB,8596260137
391737,Aramex,2023-11-26,2023-12-02,cash,17.91,USD,LB,8596260138
391738,Aramex,2023-11-26,2023-12-01,cash,2.955,USD,LB,8596260139
391739,Aramex,2023-11-26,2023-12-01,cash,16.535,USD,LB,8596260140
391740,Aramex,2023-11-26,2023-12-01,cash,10.145,USD,LB,8596260141
391741,Aramex,2023-11-26,2023-12-04,cash,22.935,USD,LB,8596260142
391742,Cosmaline,2023-11-26,2023-12-05,cash,6.185,USD,LB,8596260143
391743,Cosmaline,2023-11-26,2024-02-06,cash,13.405,USD,LB,8596260144
391744,Cosmaline,2023-11-26,2023-12-06,cash,22.6,USD,LB,8596260145
391745,Aramex,2023-11-26,2023-12-04,cash,13.995,USD,LB,8596260146
391746,Aramex,2023-11-26,2023-12-02,cash,12.175,USD,LB,8596260147
391747,Aramex,2023-11-26,2023-12-01,cash,4.195,USD,LB,8596260148
391748,Aramex,2023-11-26,2023-12-05,cash,10.01,USD,LB,8596260149
391749,Aramex,2023-11-26,2023-12-07,cash,6.275,USD,LB,8596260150
391750,Aramex,2023-11-26,2023-12-01,cash,10.15,USD,LB,8596260151
391751,Aramex,2023-11-26,2023-12-04,cash,7.64,USD,LB,8596260152
391752,Aramex,2023-11-26,2023-12-01,cash,8.97,USD,LB,8596260153
391753,Aramex,2023-11-26,2023-12-02,cash,14.725,USD,LB,8596260154
391754,Aramex,2023-11-26,2023-12-02,cash,12.595,USD,LB,8596260155
391755,Aramex,2023-11-26,2023-12-01,cash,5.14,USD,LB,8596260156
391756,Aramex,2023-11-26,2023-12-01,cash,11.68,USD,LB,8596260157
391757,Aramex,2023-11-26,2023-12-02,cash,11.195,USD,LB,8596260158
391758,Aramex,2023-11-26,2023-12-04,cash,11.01,USD,LB,8596260159
391759,Aramex,2023-11-26,2023-12-03,cash,26.61,USD,LB,8596260160
391760,Aramex,2023-11-26,2023-12-07,cash,7.3,USD,LB,8596260161
391761,Cosmaline,2023-11-26,2024-02-06,cash,17.62,USD,LB,8596260162
391762,Aramex,2023-11-26,2023-12-01,cash,5.735,USD,LB,8596260163
391763,Aramex,2023-11-26,2023-12-07,cash,6.095,USD,LB,8596260164
391764,Cosmaline,2023-11-26,2024-02-06,cash,25.75,USD,LB,8596260165
391765,Aramex,2023-11-26,2023-12-01,cash,10.395,USD,LB,8596260166
391766,Aramex,2023-11-26,2023-12-04,cash,3.855,USD,LB,8596260167
391767,Aramex,2023-11-26,2023-12-01,cash,10.12,USD,LB,8596260168
391768,Aramex,2023-11-26,2023-12-06,cash,11.54,USD,LB,8596260169
391769,Aramex,2023-11-26,2023-12-01,cash,6.61,USD,LB,8596260170
391770,Aramex,2023-11-26,2023-12-01,cash,4.595,USD,LB,8596260171
391771,Cosmaline,2023-11-26,2024-02-06,cash,32.215,USD,LB,8596260172
391772,Aramex,2023-11-26,2023-12-01,cash,10.835,USD,LB,8596260173
391773,Cosmaline,2023-11-26,2024-02-06,cash,35.035,USD,LB,8596260174
391774,Aramex,2023-11-26,2023-12-05,cash,18.395,USD,LB,8596260175
391775,Aramex,2023-11-26,2023-12-01,cash,11.575,USD,LB,8596260176
391776,Aramex,2023-11-26,2023-12-07,cash,7.64,USD,LB,8596260177
391777,Cosmaline,2023-11-26,2024-02-06,cash,19.81,USD,LB,8596260178
391778,Aramex,2023-11-26,2023-12-01,cash,10.94,USD,LB,8596260179
391779,Aramex,2023-11-26,2023-12-04,cash,3.19,USD,LB,8596260180
391780,Aramex,2023-11-26,2023-12-02,cash,17.935,USD,LB,8596260181
391781,Aramex,2023-11-26,2023-12-04,cash,10.33,USD,LB,8596260182
391782,Cosmaline,2023-11-26,2024-02-06,cash,16.71,USD,LB,8596260183
391783,Aramex,2023-11-26,2023-12-06,cash,10.25,USD,LB,8596260184
391784,Aramex,2023-11-26,2023-12-01,cash,12.44,USD,LB,8596260185
391785,Aramex,2023-11-26,2023-12-02,cash,35.535,USD,LB,8596260186
391786,Aramex,2023-11-26,2023-12-02,cash,8.04,USD,LB,8596260187
391787,Aramex,2023-11-26,2023-12-05,cash,7.9,USD,LB,8596260188
391788,Aramex,2023-11-26,2023-12-04,cash,21.69,USD,LB,8596260189
391789,Aramex,2023-11-26,2023-12-03,cash,15.91,USD,LB,8596260190
391790,Cosmaline,2023-11-26,2024-02-06,cash,29.965,USD,LB,8596260191
391791,Cosmaline,2023-11-26,2023-12-06,cash,25.595,USD,LB,8596260192
391792,Aramex,2023-11-26,2023-12-01,cash,16.37,USD,LB,8596260193
391793,Aramex,2023-11-26,2023-12-02,cash,5.585,USD,LB,8596260194
391794,Aramex,2023-11-26,2023-12-06,cash,10.99,USD,LB,8596260195
391795,Aramex,2023-11-26,2023-12-01,cash,13.755,USD,LB,8596260196
391796,Cosmaline,2023-11-26,2024-02-06,cash,47.64,USD,LB,8596260197
391797,Aramex,2023-11-26,2023-12-01,cash,6.185,USD,LB,8596260198
391798,Aramex,2023-11-26,2023-12-02,cash,15.5,USD,LB,8596260199
391799,Aramex,2023-11-26,2023-12-01,cash,7.885,USD,LB,8596260200
391800,Aramex,2023-11-26,2023-12-01,cash,15.145,USD,LB,8596260201
391801,Cosmaline,2023-11-26,2024-02-06,cash,25.085,USD,LB,8596260202
391802,Cosmaline,2023-11-26,2024-02-06,cash,29.75,USD,LB,8596260203
391803,Cosmaline,2023-11-26,2023-12-06,cash,26.015,USD,LB,8596260204
391804,Aramex,2023-11-26,2023-12-02,cash,8.1,USD,LB,8596260205
391805,Cosmaline,2023-11-26,2024-02-06,cash,21.51,USD,LB,8596260206
391806,Cosmaline,2023-11-26,2023-12-01,cash,21.705,USD,LB,8596260207
391807,Aramex,2023-11-26,2023-12-01,cash,9.645,USD,LB,8596260208
391808,Aramex,2023-11-26,2023-12-04,cash,22.655,USD,LB,8596260209
391809,Aramex,2023-11-26,2023-12-01,cash,10.11,USD,LB,8596260210
391810,Aramex,2023-11-26,2023-12-01,cash,10.145,USD,LB,8596260211
391811,Aramex,2023-11-26,2023-12-01,cash,4.41,USD,LB,8596260212
391812,Aramex,2023-11-26,2023-12-01,cash,7.085,USD,LB,8596260213
391813,Aramex,2023-11-26,2023-12-05,cash,23.85,USD,LB,8596260214
391814,Aramex,2023-11-26,2023-12-04,cash,19.23,USD,LB,8596260215
391815,Aramex,2023-11-26,2023-12-01,cash,12.59,USD,LB,8596260216
391816,Aramex,2023-11-26,2023-12-02,cash,10.675,USD,LB,8596260217
391817,Aramex,2023-11-26,2023-12-07,cash,15.265,USD,LB,8596260218
391818,Aramex,2023-11-26,2023-12-02,cash,5.4,USD,LB,8596260219
391819,Aramex,2023-11-26,2023-12-04,cash,10.655,USD,LB,8596260220
391820,Aramex,2023-11-26,2023-12-02,cash,6.015,USD,LB,8596260221
391821,Aramex,2023-11-26,2023-12-01,cash,15.225,USD,LB,8596260222
391822,Aramex,2023-11-26,2023-12-01,cash,11.48,USD,LB,8596260223
391823,Aramex,2023-11-26,2023-12-01,cash,12.99,USD,LB,8596260224
391824,Aramex,2023-11-26,2023-12-02,cash,10.175,USD,LB,8596260225
391825,Aramex,2023-11-26,2023-12-02,cash,5.775,USD,LB,8596260226
391826,Aramex,2023-11-26,2023-12-01,cash,15.405,USD,LB,8596260227
391827,Aramex,2023-11-26,2023-12-01,cash,10.31,USD,LB,8596260228
391828,Aramex,2023-11-26,2023-12-02,cash,8.55,USD,LB,8596260229
391829,Aramex,2023-11-26,2023-12-01,cash,8.045,USD,LB,8596260230
391830,Aramex,2023-11-26,2023-12-01,cash,5.46,USD,LB,8596260231
391831,Aramex,2023-11-26,2023-12-10,cash,11.075,USD,LB,8596260232
391832,Aramex,2023-11-26,2023-12-01,cash,10.955,USD,LB,8596260233
391833,Aramex,2023-11-26,2023-12-07,cash,5.265,USD,LB,8596260234
391834,Aramex,2023-11-26,2023-12-06,cash,8.35,USD,LB,8596260235
391835,Aramex,2023-11-26,2023-12-01,cash,6.53,USD,LB,8596260236
391836,Aramex,2023-11-26,2023-12-01,cash,17.41,USD,LB,8596260237
391837,Aramex,2023-11-26,2023-12-02,cash,11.8,USD,LB,8596260238
391838,Aramex,2023-11-26,2023-12-01,cash,7.875,USD,LB,8596260239
391839,Aramex,2023-11-26,2023-12-01,cash,11.69,USD,LB,8596260240
391840,Aramex,2023-11-26,2023-12-04,cash,12.235,USD,LB,8596260241
391841,Aramex,2023-11-26,2023-12-05,cash,13.515,USD,LB,8596260242
391842,Cosmaline,2023-11-26,2024-02-06,cash,26.08,USD,LB,8596260243
391843,Aramex,2023-11-26,2023-12-01,cash,6.495,USD,LB,8596260244
391844,Aramex,2023-11-26,2023-12-07,cash,5.11,USD,LB,8596260245
391845,Aramex,2023-11-26,2023-12-11,cybersource,16.565,USD,LB,8596260246
391846,Aramex,2023-11-26,2023-12-04,cash,22.295,USD,LB,8596260247
391847,Aramex,2023-11-26,2023-12-04,cash,17.94,USD,LB,8596260248
391848,Aramex,2023-11-26,2023-12-02,cash,11.675,USD,LB,8596260249
391849,Aramex,2023-11-26,2023-12-03,cash,15.39,USD,LB,8596260250
391850,Aramex,2023-11-26,2023-12-02,cash,29.565,USD,LB,8596260251
391851,Aramex,2023-11-26,2023-12-02,cash,22.115,USD,LB,8596260252
391852,Aramex,2023-11-26,2023-12-04,cash,10.45,USD,LB,8596260253
391853,Aramex,2023-11-26,2023-12-01,cash,18.47,USD,LB,8596260254
391854,Aramex,2023-11-26,2023-12-02,cash,10.3,USD,LB,8596260255
391855,Aramex,2023-11-26,2023-12-12,cash,13.275,USD,LB,8596260256
391856,Cosmaline,2023-11-26,2024-02-06,cash,23.675,USD,LB,8596260257
391857,Aramex,2023-11-26,2023-12-01,cash,13.635,USD,LB,8596260258
391858,Aramex,2023-11-26,2023-12-02,cash,7.19,USD,LB,8596260259
391859,Aramex,2023-11-26,2023-12-01,cybersource,10.17,USD,LB,8596260260
391860,Aramex,2023-11-26,2023-12-04,cash,10.625,USD,LB,8596260261
391861,Aramex,2023-11-26,2023-12-04,cash,11.025,USD,LB,8596260262
391862,Aramex,2023-11-26,2023-12-01,cash,17.58,USD,LB,8596260263
391863,Aramex,2023-11-26,2023-12-01,cybersource,16.37,USD,LB,8596260264
391864,Cosmaline,2023-11-26,2023-12-04,cash,23.54,USD,LB,8596260265
391865,Aramex,2023-11-26,2023-12-02,cash,10.165,USD,LB,8596260266
391866,Cosmaline,2023-11-26,2024-02-06,cash,54.825,USD,LB,8596260267
391867,Cosmaline,2023-11-26,2024-02-06,cash,25.79,USD,LB,8596260268
391868,Aramex,2023-11-26,2023-12-01,cash,11.47,USD,LB,8596260269
391869,Aramex,2023-11-26,2023-12-01,cash,22.13,USD,LB,8596260270
391870,Aramex,2023-11-26,2023-12-01,cash,6.69,USD,LB,8596260271
391871,Cosmaline,2023-11-26,2024-02-06,cash,19.43,USD,LB,8596260272
391872,Cosmaline,2023-11-26,2023-12-01,cash,83.195,USD,LB,8596260273
391873,Aramex,2023-11-26,2023-12-02,cash,14.405,USD,LB,8596260274
391874,Aramex,2023-11-26,2023-12-01,cash,5.345,USD,LB,8596260275
391875,Aramex,2023-11-26,2023-12-04,cash,6.005,USD,LB,8596260276
391876,Aramex,2023-11-26,2023-12-01,cash,12.0,USD,LB,8596260277
391877,Aramex,2023-11-26,2023-12-01,cash,10.96,USD,LB,8596260278
391878,Aramex,2023-11-26,2023-12-01,cash,12.47,USD,LB,8596260279
391879,Aramex,2023-11-26,2023-12-06,cash,11.65,USD,LB,8596260280
391880,Aramex,2023-11-26,2023-12-02,cash,14.015,USD,LB,8596260281
391881,Aramex,2023-11-26,2023-12-04,cash,13.17,USD,LB,8596260282
391882,Aramex,2023-11-26,2023-12-02,cash,5.27,USD,LB,8596260283
391883,Aramex,2023-11-26,2023-12-02,cash,29.56,USD,LB,8596260284
391884,Aramex,2023-11-26,2023-12-01,cash,10.35,USD,LB,8596260285
391885,Aramex,2023-11-26,2023-12-02,cash,10.635,USD,LB,8596260286
391886,Aramex,2023-11-26,2023-12-01,cybersource,13.915,USD,LB,8596260287
391887,Aramex,2023-11-26,2023-12-02,cash,6.55,USD,LB,8596260288
391888,Aramex,2023-11-26,2023-12-02,cash,23.615,USD,LB,8596260289
391889,Aramex,2023-11-26,2023-12-01,cash,24.24,USD,LB,8596260290
391890,Aramex,2023-11-26,2023-12-06,cash,17.35,USD,LB,8596260291
391891,Aramex,2023-11-26,2023-12-07,cash,10.985,USD,LB,8596260292
391892,Aramex,2023-11-26,2023-12-01,cash,11.3,USD,LB,8596260293
391893,Aramex,2023-11-26,2023-12-01,cash,10.855,USD,LB,8596260294
391894,Cosmaline,2023-11-26,2024-02-05,cash,30.57,USD,LB,8596260295
391895,Aramex,2023-11-26,2023-12-05,cash,4.66,USD,LB,8596260296
391896,Aramex,2023-11-26,2023-12-05,cash,10.16,USD,LB,8596260297
391897,Aramex,2023-11-26,2023-12-01,cash,11.16,USD,LB,8596260298
391898,Aramex,2023-11-26,2023-12-01,cash,4.595,USD,LB,8596260299
391899,Aramex,2023-11-26,2023-12-02,cash,15.155,USD,LB,8596260300
391900,Aramex,2023-11-26,2023-12-01,cash,3.985,USD,LB,8596260301
391901,Aramex,2023-11-26,2023-12-02,cash,4.275,USD,LB,8596260302
391902,Aramex,2023-11-26,2023-12-01,cash,24.69,USD,LB,8596260303
391903,Aramex,2023-11-26,2023-12-01,cash,10.48,USD,LB,8596260304
391904,Aramex,2023-11-26,2023-12-01,cash,20.16,USD,LB,8596260305
391905,Aramex,2023-11-26,2023-12-01,cash,13.985,USD,LB,8596260306
391906,Aramex,2023-11-26,2023-12-04,cash,11.81,USD,LB,8596260307
391907,Aramex,2023-11-26,2023-12-02,cash,11.66,USD,LB,8596260308
391908,Aramex,2023-11-26,2023-12-06,cash,10.745,USD,LB,8596260309
391909,Aramex,2023-11-26,2023-12-02,cash,13.79,USD,LB,8596260310
391910,Cosmaline,2023-11-26,2023-12-05,cash,27.405,USD,LB,8596260311
391911,Aramex,2023-11-26,2023-12-13,cash,13.12,USD,LB,8596260312
391912,Aramex,2023-11-26,2023-12-01,cash,6.265,USD,LB,8596260313
391913,Aramex,2023-11-26,2023-12-02,cash,14.64,USD,LB,8596260314
391914,Cosmaline,2023-11-26,2023-12-05,cash,30.35,USD,LB,8596260315
391915,Aramex,2023-11-26,2023-12-01,cash,6.805,USD,LB,8596260316
391916,Aramex,2023-11-26,2023-12-05,cash,21.315,USD,LB,8596260317
391917,Aramex,2023-11-26,2023-12-01,cash,7.53,USD,LB,8596260318
391918,Aramex,2023-11-26,2023-12-01,cash,10.23,USD,LB,8596260319
391919,Aramex,2023-11-26,2023-12-06,cash,7.365,USD,LB,8596260320
391920,Aramex,2023-11-26,2023-12-05,cash,20.605,USD,LB,8596260321
391921,Aramex,2023-11-26,2023-12-02,cash,29.76,USD,LB,8596260322
391922,Aramex,2023-11-26,2023-12-02,cash,11.345,USD,LB,8596260323
391923,Aramex,2023-11-26,2023-12-02,cash,10.075,USD,LB,8596260324
391924,Aramex,2023-11-26,2023-12-05,cash,10.92,USD,LB,8596260325
391925,Aramex,2023-11-26,2023-12-02,cash,7.635,USD,LB,8596260326
391926,Aramex,2023-11-26,2023-12-01,cash,4.925,USD,LB,8596260327
391927,Aramex,2023-11-26,2023-12-02,cash,15.015,USD,LB,8596260328
391928,Aramex,2023-11-26,2023-12-11,cash,10.68,USD,LB,8596260329
391929,Cosmaline,2023-11-26,2023-12-07,cash,25.005,USD,LB,8596260330
391930,Aramex,2023-11-26,2023-12-06,cash,15.895,USD,LB,8596260331
391931,Aramex,2023-11-26,2023-12-02,cash,17.35,USD,LB,8596260332
391932,Aramex,2023-11-26,2023-12-02,cash,10.39,USD,LB,8596260333
391933,Aramex,2023-11-26,2023-12-01,cash,12.4,USD,LB,8596260334
391934,Aramex,2023-11-26,2023-12-04,cash,17.765,USD,LB,8596260335
391935,Aramex,2023-11-26,2023-12-01,cash,5.185,USD,LB,8596260336
391936,Aramex,2023-11-26,2023-12-01,cash,5.685,USD,LB,8596260337
391937,Aramex,2023-11-26,2023-12-02,cash,19.745,USD,LB,8596260338
391938,Aramex,2023-11-26,2023-12-11,cash,15.425,USD,LB,8596260339
391939,Aramex,2023-11-26,2023-12-08,cash,10.735,USD,LB,8596260340
391940,Aramex,2023-11-26,2023-12-07,cash,13.645,USD,LB,8596260341
391941,Aramex,2023-11-26,2023-12-04,cash,5.96,USD,LB,8596260342
391942,Cosmaline,2023-11-26,2024-02-06,cash,23.345,USD,LB,8596260343
391943,Aramex,2023-11-26,2023-12-05,cash,14.41,USD,LB,8596260344
391944,Aramex,2023-11-27,2023-12-12,cash,10.215,USD,LB,8596260345
391945,Cosmaline,2023-11-27,2023-12-13,cash,40.52,USD,LB,8596260346
391946,Aramex,2023-11-27,2023-12-01,cash,3.58,USD,LB,8596260347
391947,Aramex,2023-11-27,2023-12-03,cash,5.62,USD,LB,8596260348
391948,Aramex,2023-11-27,2023-12-04,cash,14.125,USD,LB,8596260349
391949,Aramex,2023-11-27,2023-12-02,cash,10.015,USD,LB,8596260350
391950,Aramex,2023-11-27,2023-12-04,cybersource,13.775,USD,LB,8596260351
391951,Aramex,2023-11-27,2023-12-02,cash,10.42,USD,LB,8596260352
391952,Aramex,2023-11-27,2023-12-01,cash,6.185,USD,LB,8596260353
391953,Aramex,2023-11-27,2023-12-05,cash,10.21,USD,LB,8596260354
